NA,NB,NC,VA,VB,VC,a_b,c,LAC,LBC,T,Nop,ZT
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.0,1.0,0.02
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.09090909090909091,1.0,0.06
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.18181818181818182,1.0,0.15
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.2727272727272727,1.0,0.26
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.36363636363636365,1.0,0.38
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.45454545454545453,1.0,0.5
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.5454545454545454,1.0,0.59
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.6363636363636364,1.0,0.67
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.7272727272727273,1.0,0.72
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.8181818181818182,1.0,0.77
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,0.9090909090909091,1.0,0.8
0.5,0.0,0.3333333333333333,0.25,0.5,1.0,0.6688417618270809,0.02834639209090539,0.4660633484162903,0.8041002277904321,1.0,1.0,0.82
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.0,1.0,0.07
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.09090909090909091,1.0,0.18
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.18181818181818182,1.0,0.33
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.2727272727272727,1.0,0.47
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.36363636363636365,1.0,0.58
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.45454545454545453,1.0,0.66
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.5454545454545454,1.0,0.71
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.6363636363636364,1.0,0.75
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.7272727272727273,1.0,0.77
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.8181818181818182,1.0,0.79
0.5,0.0,0.3333333333333333,0.625,0.0,1.0,0.6296900489396421,0.030787217459080304,0.7941176470588241,0.4783599088838267,0.9090909090909091,1.0,0.81
